,trial_order,pid,scanid,time,group,list,task,run order,rerun,original run,num1,num2,num3,correct answer,offset,category,probset,iti_onset,iti_duration,stim_onset,stim_duration,response,accuracy,cumulative response time,response time
0,1,75,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,4,5,9,1,0,small single,A,0.001,6.5,6.501,6,1,1,8.402,1.904
1,2,89,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,4,8,12,1,0,large single,B,12.512,5.7,18.206,6,1,1,21.039,2.835
2,3,101,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,12,0,10,2,-2,large single,Control,24.217,4.3,28.53,6,2,1,30.895,2.368
3,4,95,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,17,8,28,2,3,large double,B,34.523,4.0,38.503,6,2,1,41.868,3.368
4,5,87,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,8,2,9,2,-1,small single,B,44.513,4.9,49.409,6,2,1,51.559,2.153
5,6,81,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,14,9,23,1,0,large double,A,55.403,4.1,59.515,6,,,,
6,7,99,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,9,0,11,2,2,large single,Control,65.509,7.6,73.118,6,2,1,74.669,1.553
7,8,107,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,24,0,24,1,0,large double,Control,79.128,4.2,83.329,6,1,1,85.076,1.749
8,9,79,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,4,12,16,1,0,small double,A,89.337,4.4,93.714,6,1,1,96.298,2.586
9,10,73,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,2,6,10,2,2,small single,A,99.709,6.5,106.202,6,2,1,108.436,2.236
10,11,85,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,5,3,11,2,3,small single,B,112.214,7.6,119.806,6,2,1,121.59,1.787
11,12,91,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,13,2,15,1,0,small double,B,125.816,7.0,132.809,6,1,1,134.943,2.136
12,13,103,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,17,0,16,2,-1,small double,Control,138.804,5.6,144.431,6,2,1,145.765,1.336
13,14,105,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,20,0,20,1,0,large double,Control,150.424,7.5,157.919,6,1,1,159.368,1.452
14,15,83,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,6,19,22,2,-3,large double,A,163.929,7.6,171.504,6,2,1,174.472,2.971
15,16,77,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,9,4,10,2,-3,large single,A,177.515,4.3,181.811,6,2,1,185.626,3.817
16,17,97,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,4,0,4,1,0,small single,Control,187.805,4.4,192.217,6,1,1,193.968,1.753
17,18,93,9228_1_1.3T2,pre,VNT,1,sym,1,0,3,4,18,22,1,0,large double,B,198.236,7.2,205.405,6,1,1,209.305,3.904
